id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,HGC_OF_MOTHER_AS_OF_MAY_1_R,HOW_MANY_BOOKS,HOW_OFTEN_MOM_READS,HOW_OFT_CH_EATS_W,MOM_HELPS_CH_LEARN_NUMBERS,MOM_HELPS_CH_LEARN_ALPHABET,MOM_HELPS_CH_LEARN_COLORS,MOM_HELPS_CH_LEARN_SHAPES,HOW_OFT_CH_TAKEN_TO_MUSEUM,MUSIC_INSTMT_CH,CH_GET_SPEC_LESSON,HOW_OFT_CH_TAKEN_TO_PERFORMANCE,HOW_OFT_CH_SPEND_TIME_W_DAD,HOW_OFT_CH_W_DAD_OUTDOORS,DO_PARS_DISCUSS_TV,PIAT_MATH,PIAT_READ_REC,PIAT_READ_COMP,PPVT,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,IF_LOW_GRADES,TYPE_OF_SCHOOL,CH_ATTENDS_PUBLIC_PRIV_RELI,CHILD_AGE_WHEN_1ST_ATTD_HEA,IS_SCHOOL_GIFTED_HANDICAPPED,OWN_A_HOME_COMPUTER,PARS_HELP_W_HOMEWORK,DOES_CHILD_USE_ANY_COMPUTER,MOMHGC_EVER_XRND,HGC_YEARLY_CHILD,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,UNEMPR_TOTAL,UNEMPSP_TOTAL,AFDC_TOTAL,FDSTMPS_TOTAL,SSI_TOTAL,WELFARE_AMT,SSDI_TOTAL,MOTHER_BIRTH_MONTH,MOTHER_BIRTH_YEAR,SPOUSE_WKSWK_PCY,SPOUSE_HRSWK_PCY,LABOR_INCOME,MOM_RACE,URBAN_RURAL,WKSWK_PCY,HRSWK_PCY,HGC_REV_MOM,TNFI_TRUNC,ASVAB_1,ASVAB_2,ASVAB_3,ASVAB_4,ASVAB_5,ASVAB_6,ASVAB_7,ASVAB_8,ASVAB_9,ASVAB_10,ASVAB_11,ASVAB_12,AFQT_1,AFQT_2,AFQT_3,HGC_EVER_MOM_XRND,HIGHEST_DEGREE_EVER_MOM_XRND,NUM_OLDER_SIBLINGS,NUM_CHILDREN,TRANSFER_INCOME,MOTHER_AGE,FIPS,TCURELSC_per_student,Center_Care_Price,Family_Care_Price
301.0,2,3.0,3.0,2.0,1981.0,11.2,20.0,,10.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0673076923076923,1.0,2.5,1.0,57.0,57.0,57.0,114.0,0.0,0.0,5.0,1.0,1.0,,2.5,1.0,0.3452243958573072,,12.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,,1630.3330609576726,,108.78231080660228,224.7554907343857,108.78231080660228,,,,50.8,54.6,3285.937593340217,3.0,1.0,15.3,706.0,11.2,12501.612406661803,51.0,0.0,14.0,13.0,29.0,12.0,46.0,72.0,13.0,13.0,13.0,14.0,51.0,46.0,49444.0,12.0,1.0,0.0,3.0,100.07972594207408,1986.0,30017,3010.6507176752984,51.89907917615701,42.3072852669511
301.0,3,3.0,3.0,2.0,1981.0,12.0,20.0,,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1346153846153846,1.0,4.0,1.0,57.0,57.0,57.0,114.0,0.0,0.0,5.0,1.0,1.0,,4.0,1.0,0.3452243958573072,,12.0,11.1,6.0,0.0,0.0,0.0,0.0,0.0,,1630.3330609576726,,108.78231080660228,224.7554907343857,108.78231080660228,,,,49.9,47.0,5778.367715793682,3.0,1.0,19.6,1171.2,12.0,26844.946100476907,51.0,0.0,14.0,13.0,29.0,12.0,46.0,72.0,13.0,13.0,13.0,14.0,51.0,46.0,49444.0,12.0,1.0,0.0,3.0,100.07972594207408,1986.0,05021,2676.128694671327,34.86492433585985,31.58931252483893
302.0,0,3.0,3.0,2.0,1983.0,10.0,20.0,3.0,14.0,0.0,0.0,0.0,0.0,1.0,,,,,,,38.0,42.0,39.0,54.0,0.0,0.0,,1.0,1.0,,,1.0,,,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,6453.778997940975,,747.138371075618,224.7554907343857,663.2680587575061,,,,50.66666666666666,45.5,397.86618727304295,3.0,1.0,9.0,289.6666666666667,10.0,12909.263284738983,,,,,,,,,,,,,,,,12.0,1.0,1.0,3.0,3880.8748601896336,,19115,,,
302.0,1,3.0,3.0,2.0,1983.0,10.0,20.0,2.3065304948216343,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0288461538461538,1.0,7.0,,38.0,42.0,39.0,91.0,0.0,0.0,,1.0,1.0,,,1.0,,,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,1630.3330609576726,,155.6301674190587,224.7554907343857,134.66258933953077,,,,39.5,48.5,1835.6408695723055,3.0,1.0,18.5,922.5,10.0,10880.354706670336,,,,,,,,,,,,,,,,12.0,1.0,1.0,3.0,491.8962006017049,,01005,2685.591252173499,32.893839971726486,29.88556357341839
302.0,2,3.0,3.0,2.0,1983.0,12.0,20.0,,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0288461538461538,1.0,7.0,,40.0,58.0,49.0,110.0,0.0,0.0,,1.0,1.0,,,1.0,,,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,1630.3330609576726,,184.67318441963923,224.7554907343857,184.67318441963923,,,,51.7,55.8,8158.038882754634,3.0,1.0,12.3,543.8,12.0,22124.297176755405,,,,,,,,,,,,,,,,12.0,1.0,1.0,3.0,176.9898628949199,,55045,4212.689816802405,72.51328236465584,52.99220301873159
302.0,3,3.0,3.0,2.0,1983.0,12.0,20.0,,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0288461538461538,1.0,7.0,,40.0,58.0,49.0,110.0,0.0,0.0,,1.0,1.0,,,1.0,,,12.0,8.1,6.0,0.0,0.0,0.0,0.0,0.0,,1630.3330609576726,,260.56405803267614,224.7554907343857,260.56405803267614,,,,43.9,43.0,90.44759556103574,3.0,1.0,23.8,1515.4,12.0,24000.537168530405,,,,,,,,,,,,,,,,12.0,1.0,1.0,3.0,253.89999984776568,,05051,3266.358503092156,46.9266926599773,37.32105453220953
303.0,0,3.0,3.0,2.0,1986.0,10.0,20.0,1.0,4.0,1.0,1.0,1.0,1.0,0.1346153846153846,,,,,,,15.0,16.0,16.0,61.0,0.0,0.0,,1.0,4.0,,5.0,1.0,,,12.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,,4042.056029449324,,111.31200659370352,224.7554907343857,178.96302821824383,,,,43.66666666666666,48.16666666666666,1144.4311707562076,3.0,1.0,14.166666666666666,676.3333333333334,10.0,14781.035697704248,,,,,,,,,,,,,,,,12.0,1.0,2.0,3.0,3641.794660099864,,09011,4714.662313599177,72.11749670687948,57.60322910079141
303.0,1,3.0,3.0,2.0,1986.0,11.5,20.0,4.75,4.0,0.0,0.0,0.0,0.0,0.1346153846153846,1.0,1.0,0.0288461538461538,1.0,4.0,1.0,23.5,23.0,20.0,92.5,0.0,0.0,5.0,1.0,4.0,,5.0,1.0,,,12.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,,1630.3330609576726,,161.90592233572815,224.7554907343857,161.90592233572815,,,,52.0,57.25,3590.093792623139,3.0,1.0,19.125,882.5,11.5,12497.179904061855,,,,,,,,,,,,,,,,12.0,1.0,2.0,3.0,153.91682180906616,,38069,2863.4998865190637,52.931820795644654,40.351443441158025
303.0,2,3.0,3.0,2.0,1986.0,12.0,20.0,,2.492059838895282,0.0,0.0,0.0,0.0,0.1346153846153846,1.0,1.0,0.1028846153846153,1.0,2.5,1.0,40.0,40.0,38.0,108.0,0.0,0.0,5.0,1.0,3.0,,5.0,1.0,,,12.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,,1630.3330609576726,,230.20770858746133,224.7554907343857,230.20770858746133,,,,49.9,47.0,5778.367715793682,3.0,1.0,19.6,1171.2,12.0,26844.946100476907,,,,,,,,,,,,,,,,12.0,1.0,2.0,3.0,223.13594506662736,,48089,3503.7504589075534,56.92023856738001,50.08289834022398
303.0,3,3.0,3.0,2.0,1986.0,12.0,20.0,,4.0,0.0,0.0,0.0,0.0,0.1346153846153846,1.0,1.0,0.1346153846153846,1.0,1.0,1.0,40.0,40.0,38.0,108.0,0.0,0.0,5.0,1.0,1.1,,5.0,1.0,,,12.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,,1630.3330609576726,,287.8847725333694,224.7554907343857,287.8847725333694,,,,33.7,40.0,0.0,3.0,1.0,5.2,364.0,12.0,26220.03284072249,,,,,,,,,,,,,,,,12.0,1.0,2.0,3.0,281.5876491507902,,55023,4951.153971121141,79.13551054596164,55.13087676236411
401.0,0,4.0,3.0,1.0,1980.0,10.333333333333334,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,,,,,,,35.0,33.0,49.0,97.0,0.0,0.0,,1.0,1.0,,,,1.5,,14.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,4164.884458244811,,1631.4600605751311,478.48553587124,,2109.945596446371,,8.0,62.0,49.94871794871795,67.07692307692308,141.6473280808161,3.0,1.0,3.0,75.0,10.333333333333334,6702.256664399779,51.0,0.0,15.0,18.0,29.0,12.0,46.0,62.0,11.0,10.0,10.0,10.0,62.0,48.0,55761.0,14.0,1.0,0.0,2.0,2101.429714171182,1919.0,26039,,,
401.0,1,4.0,3.0,1.0,1980.0,14.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.0,1.0,0.0,6.0,,1.0,38.5,44.5,49.0,104.5,0.0,0.0,1.0,1.0,1.0,,,,1.5,,14.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,4164.884458244811,,1076.587107686525,295.40499906032704,,1371.9921067468522,,8.0,62.0,50.03846153846154,72.6923076923077,10146.61444789776,3.0,1.0,41.25,1671.0,14.0,10419.365194791686,51.0,0.0,15.0,18.0,29.0,12.0,46.0,62.0,11.0,10.0,10.0,10.0,62.0,48.0,55761.0,14.0,1.0,0.0,2.0,3108.887327349484,1919.0,18121,,,
401.0,2,4.0,3.0,1.0,1980.0,14.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.0,1.0,0.0,6.0,,1.0,42.0,56.0,49.0,112.0,0.0,0.0,1.0,1.0,1.0,,,,1.5,,14.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,4164.884458244811,,1076.587107686525,295.40499906032704,,1371.9921067468522,,8.0,62.0,51.07692307692308,55.38461538461538,11000.23216324866,3.0,1.0,36.4,1317.4666666666667,14.0,12446.210471681765,51.0,0.0,15.0,18.0,29.0,12.0,46.0,62.0,11.0,10.0,10.0,10.0,62.0,48.0,55761.0,14.0,1.0,0.0,2.0,4155.750939696029,1919.0,08057,3742.410095227447,56.849963708494826,57.593072851485125
401.0,3,4.0,3.0,1.0,1980.0,14.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.0,1.0,0.0,6.0,,1.0,42.0,56.0,49.0,112.0,0.0,0.0,1.0,1.0,1.0,,,,1.5,,14.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,4164.884458244811,,1076.587107686525,295.40499906032704,,1371.9921067468522,,8.0,62.0,51.95384615384616,40.76923076923077,10680.872637448176,3.0,1.0,46.0,1798.9333333333332,14.0,21204.398039156717,51.0,0.0,15.0,18.0,29.0,12.0,46.0,62.0,11.0,10.0,10.0,10.0,62.0,48.0,55761.0,14.0,1.0,0.0,2.0,4155.750939696029,1919.0,08097,4284.143760679613,102.14406272369517,80.49549643023695
403.0,0,4.0,3.0,2.0,1997.0,14.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,2140.327341571158,,,,,,,,,52.0,41.38888888888889,7061.994153493669,3.0,1.0,38.518518518518526,1268.148148148148,14.0,24638.21033379236,,,,,,,,,,,,,,,,14.0,1.0,1.0,2.0,2135.586860194478,,01047,3213.0548057045635,42.80532323035479,40.97094732945005
403.0,1,4.0,3.0,2.0,1997.0,14.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,2140.327341571158,,,,,,,,,52.0,45.41666666666666,11304.280281239367,3.0,1.0,34.22222222222222,1233.7777777777776,14.0,29889.99440783215,,,,,,,,,,,,,,,,14.0,1.0,1.0,2.0,2135.5868601944776,,17179,4077.744994615343,83.08860396101537,58.567423593836956
403.0,2,4.0,3.0,2.0,1997.0,14.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,2140.327341571158,,,,,,,,,52.0,49.16666666666667,15253.994951899154,3.0,1.0,30.22222222222223,1201.7777777777778,14.0,34779.58647676575,,,,,,,,,,,,,,,,14.0,1.0,1.0,2.0,2135.5868601944776,,28041,3753.700970390028,29.355894698085798,24.348342246053235
403.0,3,4.0,3.0,2.0,1997.0,14.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,2140.327341571158,,,,,,,,,52.0,53.33333333333333,19642.566808187807,3.0,1.0,25.77777777777778,1166.2222222222222,14.0,40212.46655335863,,,,,,,,,,,,,,,,14.0,1.0,1.0,2.0,2135.5868601944776,,13273,4423.463312240914,38.80644053876462,36.05396702485901
801.0,0,8.0,3.0,2.0,1976.0,12.0,20.0,1.0,7.0,0.0,0.0,0.0,0.0,0.1346153846153846,,,,,,,48.0,55.0,55.0,110.0,0.0,0.0,,1.0,1.0,,1.0,,,,14.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,1853.0215786952012,1070.5042735042732,2919.278448002768,984.2438993735432,,2510.504302904438,,7.0,58.0,22.666666666666668,40.833333333333336,1449.558991013019,3.0,1.0,15.333333333333334,381.1666666666667,12.0,9668.427872781967,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,14.0,2.0,0.0,3.0,1385.7299903237972,1921.5,36099,,,
801.0,1,8.0,3.0,2.0,1976.0,12.0,20.0,1.0,7.0,0.0,0.0,0.0,0.0,0.1346153846153846,1.0,1.0,0.1346153846153846,1.0,1.0,1.0,48.0,55.0,55.0,110.0,0.0,0.0,2.0,1.0,1.0,,1.0,,,,14.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,3249.188888334972,1070.5042735042732,2319.687832237166,691.2650817515505,,691.2650817515505,,7.0,58.0,40.75,38.5,5816.912236043248,3.0,1.0,52.0,2076.5,12.0,17410.644262756858,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,14.0,2.0,0.0,3.0,965.8253974782272,1923.0,13225,,,
801.0,2,8.0,3.0,2.0,1976.0,12.0,18.5,,2.1,0.0,0.0,0.0,0.0,0.1346153846153846,1.0,0.7,0.1346153846153846,2.4,1.0,1.0,59.0,78.0,56.0,136.0,0.0,0.0,2.3,1.1,1.0,,1.0,,,,14.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,4882.704640613503,1070.5042735042732,1879.9880473423916,464.89028348630336,,1762.227986357714,,7.0,58.0,46.8,55.0,5248.154291407768,3.0,0.6,36.0,1470.4,12.0,16472.918278797093,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,14.0,2.0,0.0,3.0,3250.7936494364767,1923.0,28131,2619.799348666397,32.92846217787929,23.6496570384396
801.0,3,8.0,3.0,2.0,1976.0,12.0,3.3,,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.1,0.0,0.0394230769230769,5.7,1.0,1.0,55.0,67.0,61.0,149.0,0.0,0.0,3.9,1.8,1.0,,1.0,,,,14.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,5134.014756348662,1070.5042735042732,1853.339575530587,112.091983191742,,297.4259407448008,,7.0,58.0,52.0,40.0,9310.375921507037,3.0,1.0,52.0,2048.8,12.0,11077.455916604082,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,14.0,2.0,0.0,3.0,663.7697348444012,1923.0,21077,2794.186834809771,49.6065719588308,42.129720006736555
802.0,0,8.0,3.0,1.0,1979.0,12.0,10.0,1.0,7.0,0.0,0.0,0.0,0.0,0.1346153846153846,,,,,,,41.0,22.0,21.0,111.0,0.0,0.0,,3.0,1.0,,1.0,,0.1150747986191024,,14.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,2481.2968680330982,1070.5042735042732,1853.339575530587,728.925045417528,,728.925045417528,,7.0,58.0,41.5,42.5,4352.22641041866,3.0,1.0,39.333333333333336,1400.1666666666667,12.0,14994.852762065975,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,14.0,2.0,1.0,3.0,1212.423416642564,1922.5,22105,,,
802.0,1,8.0,3.0,1.0,1979.0,12.0,11.875,0.6754807692307693,5.6875,0.0,0.0,0.0,0.0,0.1346153846153846,0.0,0.0,0.1346153846153846,1.375,1.0,1.0,37.0,49.0,48.0,111.0,0.0,0.0,3.0,3.0,1.0,,1.0,,0.1150747986191024,,14.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,4505.739467010765,1070.5042735042732,1853.339575530587,572.8784590877664,,1653.9932114806086,,7.0,58.0,39.0,49.125,3349.4558430209418,3.0,0.5,32.25,1281.0,12.0,17123.225984268807,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,14.0,2.0,1.0,3.0,2424.7476702840404,1923.0,26101,,,
802.0,2,8.0,3.0,1.0,1979.0,12.0,17.0,,0.35,0.0,0.0,0.0,0.0,0.0817307692307692,0.0,0.5,0.0817307692307692,1.9,1.0,1.0,56.0,63.0,49.0,110.0,0.0,0.0,3.5,3.0,1.0,,1.0,,0.1150747986191024,,14.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,5134.014756348662,1070.5042735042732,1853.339575530587,225.96839925702625,,843.748257767222,,7.0,58.0,52.0,44.5,9032.342043093498,3.0,1.0,51.8,2060.8,12.0,12728.302570098427,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,14.0,2.0,1.0,3.0,2083.069197448817,1923.0,20047,4124.217289258497,34.7642155094856,30.176001714343066
802.0,3,8.0,3.0,1.0,1979.0,12.0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0288461538461538,0.0,1.0,0.0288461538461538,1.0,1.0,1.0,56.0,63.0,49.0,110.0,0.0,0.0,4.0,3.0,1.0,,1.0,,0.1150747986191024,,14.0,10.3,6.0,0.0,0.0,0.0,0.0,0.0,5134.014756348662,1070.5042735042732,1853.339575530587,63.28780487804877,,63.28780487804877,,7.0,58.0,52.0,40.0,10076.035610365734,3.0,1.0,52.0,2293.8,12.0,11886.888971663637,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,14.0,2.0,1.0,3.0,55.49853658536584,1923.0,72055,,,
803.0,0,8.0,3.0,2.0,1982.0,12.0,20.0,1.150747986191024,0.0,1.0,1.0,1.0,1.0,0.0288461538461538,,,,,,,16.0,23.0,21.0,17.5,0.0,0.0,,3.0,1.0,,1.0,1.0,0.1150747986191024,,14.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,5134.014756348662,1070.5042735042732,1853.339575530587,635.0974787552958,,1098.4323726379423,,,,40.16666666666666,44.0,4812.39841953445,3.0,0.6666666666666666,43.16666666666666,1756.5,12.0,17457.22364083645,,,,,,,,,,,,,,,,14.0,2.0,2.0,3.0,1258.1085896321829,,51057,,,
